Young's_modulus(GPa),Strain_ratio
7.049117218964325,1.5598782712777544
13.79233918960945,3.8726389247468753
11.780872995680777,3.937677524930965
9.072023758925061,2.927253648943848
13.234196197779992,2.273310193808626
15.384134542451662,2.2237706628132186
14.420144216748067,4.447408237405037
12.350625024098651,3.194577546143451
9.211602493665126,2.2103538871259474
12.536731740591776,6.569782274027253
12.99012636402086,7.420294072786152
11.199678667286173,5.67926830261591
12.025113473940928,4.574078146262745
8.153622870218921,2.9486430173019174
10.292889420428004,4.714212077138073
6.932758511345757,4.182582694295495
7.188695302389499,5.054536794289869
6.502583915038168,5.357842742727655
7.4909028058049945,5.902114185928641
17.67552675742994,4.655728025501181
19.093849600003335,5.352279410029503
13.722507812429054,2.50165920134951
16.31755866039638,3.505597646085016
22.105076333360675,4.848519456281069
23.407212415446303,1.0003451136253303
19.44266780216284,1.5680035444948834
26.302080441185076,1.7381144825087096
22.291095773658622,1.8539628448324394
24.070017802110737,1.787660470420663
24.593073158219198,1.0003451136253303
16.3616096916251,1.5976646991013945
24.623124827215463,1.2108490003722852
22.75618540724152,1.0837800276799212
21.709901445264016,1.1889224854561544
21.32625222544993,1.1766339734987192
21.488966316375873,1.4086626892818923
14.559637629237622,1.131005061089208
21.233201472462927,1.2001199013742374
21.663290746520005,1.2498052094877967
20.930823324546413,5.247495572183939
21.616849389647236,5.499004494153893
20.977434023290424,4.733918127780397
9.176600831509528,5.285844435222527
12.788569155721722,4.526142159790603
11.71121096037162,5.22565528930796
9.756685319332618,5.4774115374658034
8.827954576480819,4.003744933372591
8.828893121236424,4.190322272748171
7.886161062207495,4.252826610363388
5.514435668772362,8.43332377104905
5.526046007990554,10.362442503158391
5.305196201352919,4.204433126929187
4.526202100256045,9.950407612390201
19.047238901259323,9.108278552585716
6.874708117884571,4.003744933372591
5.2237531823245495,5.780601301899318
8.293030960457966,5.2584149795264405
8.26989560427209,3.5782489165650357
11.966977106914344,4.012072503605832
12.827327602159299,4.768473171838112
13.327248253396775,4.98664742470318
9.641777741287603,3.7458566593813365
14.920067473245101,6.856107557337863
20.52378278179492,3.4145389758725218
16.722124206568203,4.178240670663174
14.6293843354824,4.41514635623139
16.082710142841172,2.525200407833212
16.210591913482755,4.2705363017891615
18.628844637356057,4.793384383264709
20.44268235439837,2.6407386591814173
17.466203270389766,2.7159910573272503
17.617305719467733,4.087968819102096
20.337933985997996,2.752967186774783
21.989060217373925,2.6163994060778752
21.291253168553894,3.710963126001434
23.093308599247216,3.4430897295769083
22.75618540724152,4.003744933372591
23.407212415446303,2.8137807483909603
3.8698851125196714,2.8358559577090694
3.805345017500645,11.53467202558783
3.2356770087035023,12.522716678475334
2.526515587416805,12.733028039564394
4.363489311959883,15.792916161420795
4.886630641633745,11.308848917664719
4.3401833112729875,10.24452449397285
4.933157320757026,10.45995554510701
4.8051889252351545,12.93322298410531
5.281975522916533,12.470789986449594
8.444304054036953,11.403327719223462
8.130402191782535,11.250165369921133
8.572188429938095,14.411238989617752
8.572188429938095,14.232563247434136
12.908685950252048,14.18815738434696
7.211831309890265,7.719536397148468
8.851175254917203,14.775559781353804
7.583954861421778,11.752773229701452
7.1653893017026045,8.182636107650824
4.50289609956915,10.893163243094243
4.6656955127456,14.486292397945983
7.002591191155933,12.680120625955853
5.805032832969664,15.070608628095153
4.363489311959883,14.821908619868601
5.38646727325049,13.910389826116935
7.746667649717939,10.80291503201146
7.374630071751826,15.858817164830938
6.978943901466999,13.870178885608711
6.967674851250845,13.123125499963356
6.967674851250845,11.007106165016621
8.862784291505617,9.13671040494817
10.002121611729683,14.760217532838457
10.54856829077555,11.813988294100206
12.827327602159299,8.70970946869229
13.815475197110217,11.937556124831444
4.316877310586093,11.912687238951442
5.746981136878699,15.662074237955437
2.0265083112990405,11.987273681853921
7.5025118423934085,15.727309175382988
7.677006917038561,12.799451029105056
5.82833753102678,14.085128546339392
4.735442870305267,13.953931216766088
7.374630071751826,11.203425976644674
6.723604366176823,14.381318235392566
8.67668018027205,10.558301897375436
9.746355465186959,8.380850975066702
5.037734393341492,9.117751838357622
4.223825254969309,8.646528992432193
5.018441143688103,10.876290607958945
5.2237531823245495,9.515124240757874
6.316563823425333,13.082188728467752
6.944454172814459,10.191363907371205
8.025654474697049,8.337294733263136
7.54903852151669,6.870424749409629
5.607402402138635,5.926742303212471
6.7933504211067115,15.039322390565774
2.9915212013789714,6.508531618387457
7.142083301015709,10.972770183858298
4.869386428622364,6.991948165864753
9.327875227718295,5.0862237407896975
9.478977676796264,7.169803367910695
14.350400115762847,6.001192507563125
13.769121116432622,6.269251499526892
16.175762198457953,4.428961969514883
12.804106923722912,2.5863900558702357
12.931905326058654,1.2628877909376908
14.094632666590345,2.0939434038602767
11.141543602889367,3.6954873652476303
12.757496224978901,6.9062645374241525
9.734660455033145,3.7186548494903158
6.502583915038168,1.8674962070891603
19.047238901259323,1.5598782712777544
17.745273463674717,1.2840768606295485
14.001666584538961,1.4071995078697477
19.00088351795195,1.8558756351626107
16.431697686871917,1.6009998852465084
20.07047413193124,1.975420833522646
19.338006709957643,1.1596248119701416
21.84922551588233,1.4248767164340501
20.44268235439837,2.473211802900351
25.125693724793184,1.1383124137085645
21.209808846895744,1.12163518197653
24.948977666375225,1.2867389702665843
15.001423216078292,1.8252100186128721
14.850405437935944,4.266101977120219
13.59462604178747,4.275007628109278
14.257345454886506,5.1501143675681185
14.920067473245101,6.001192507563125
32.74113314796787,4.855153258638492
