Young's_modulus(GPa),Bending_strength(MPa)
16.22283405794451,193.19012807277403
15.558645949853377,175.75695296954152
16.169673289225443,200.1622730368854
22.107964540981374,248.1630138615164
12.330467348811691,119.38964860535819
19.357761026076066,183.89146934038183
20.60693192400835,207.48433783924762
21.09836688335356,209.57776270068527
18.879590955599276,207.25223858362904
20.50041242536965,204.69550068836568
20.10193736663899,222.5936556064337
19.530709159162406,210.50626389697268
20.43408202730726,230.96292766512704
20.92541875026722,225.38348240854023
21.21766604265476,244.09575567609625
24.259825117652024,273.26640265053896
21.921849755411866,262.8062840322826
22.679192748457957,250.02256851251252
20.247964264877595,222.36067087340365
20.553573194088713,230.03275968782978
20.79275497728228,221.43227385092936
18.082643814998114,199.1177222127887
21.828886877937162,245.02514234979515
19.570605039013056,194.9326434447363
15.857329213904631,180.18949663064683
17.48488136449446,203.41707965382744
24.16715694933306,253.16044002423382
24.259825117652024,252.69546020939828
22.532875606353855,226.312764908426
23.276953710531533,254.0898266979327
22.14757017696652,232.12352811703303
20.93878336395096,228.6365180706593
20.287761908342997,232.58949758309313
17.152736703826193,227.47513631515494
16.74090000827195,206.20591680470937
17.684072008312285,231.19414144333413
15.478854190152077,216.5507931422081
22.094599927297633,246.65171226776124
17.59110913083758,222.36067087340365
23.84808219319279,256.5296294879753
20.93878336395096,245.60539048884158
20.261229153746008,233.86614766280843
20.819385968264513,256.41446533757744
21.37715132567211,226.89389852488392
24.72482555878549,274.8938320024633
17.92325379150585,216.31780840917807
19.105506361494342,237.00490465194116
27.567698730439844,297.0922298389815
23.994304075771808,256.41446533757744
25.37311425676751,281.15941807912714
23.303484976698442,235.2623892799789
19.38448727658339,229.91660588620738
23.927876929754248,265.2470764735498
23.56900601857866,252.92834076861521
24.02074008241363,247.11669208259673
18.494481998982433,190.16820201504896
21.642867351892743,230.14880931563906
19.09224147262593,197.1413366303849
19.38448727658339,228.17221538560904
20.487046323255832,207.9503073053077
21.45694457380349,213.64502088610544
19.490811790881676,205.9739217229039
20.088670989340496,207.9503073053077
20.69950185594207,245.60539048884158
19.251631496118193,213.1799368974568
23.861350058921367,257.3447374886878
18.760196536772987,224.2212151756244
16.674373137439066,223.17489339670476
19.211832364222712,243.39680147700608
28.311681575092432,54.65296800866844
27.448204586798227,55.697570919671705
26.797379603960756,49.77331034167673
24.432675014353116,59.53533419480118
31.420269284537337,43.26275954347466
31.48679615537022,42.56557629920741
33.21384241462356,46.86753808557404
34.249876078893195,48.957421037365805
33.19755303583362,48.46931463601891
