Young's_modulus(GPa),Bending_strength(MPa)
12.60935151594557,186.9142808755184
17.272230847467807,230.96292766512704
14.761502336481723,203.65006438685748
14.721604968200992,184.8217414914922
13.698644185319516,219.80393297814032
13.636214962495469,214.58206433506822
11.865562167203313,180.4054489452327
13.618949173573384,215.3885259092923
15.080282383466251,195.97896522365596
18.83979331213387,229.33380548873964
17.099575935107126,213.99405524694475
14.84129409618302,216.08482367614803
12.635882782112478,145.6553046272966
12.263940477978807,144.84108210399552
13.446292772782627,155.53327393441722
15.930586765556969,173.896617014947
8.544323940731756,84.63945220051556
12.9414917113236,165.87637931709304
12.463227869751801,149.7242295937266
15.239669430098356,199.46587109621657
11.241076443052497,162.85710969160235
12.423427249426238,140.89086319760924
8.092689601712111,86.72850176180242
7.481465789569551,66.74134936935405
10.975361905261947,138.56528699364642
10.16514689893221,134.38109370300552
10.018828268398028,105.55786639529884
10.882495775742408,118.69152779677296
10.25801005159159,120.43503281995982
11.652913138606738,120.78406718079916
7.906766823622858,73.24841034481682
7.08299296348401,69.53096782383432
10.723011981155135,107.41820234989333
8.039527344562968,72.31985706162283
30.596787900909106,322.42857731758085
32.084555629013714,326.8448959072936
27.607496373905246,289.4211046323267
16.461917604752824,203.5340147590482
15.970482645407618,172.15399746917163
13.20720624911415,191.21363831655714
11.812303162099003,165.17997737642418
14.854558985051437,218.64156157141136
12.733915252437928,155.1271002370847
11.480258226246061,190.16820201504896
12.15956580708465,161.91584720320844
22.254088187175142,243.74661714144378
15.292931412062824,207.48433783924762
16.90038677971938,230.4969581990669
16.993349657194088,205.04364957179354
17.65753776528522,219.68788335033102
19.079071843282602,189.1228698873539
15.239669430098356,176.10510185296937
17.03314730065949,223.40782604282822
18.1358030952871,191.3296879443664
19.663664664442926,290.0022642922379
16.581509984779686,230.26485894344836
18.082643814998114,224.91751294248013
16.076613663795573,226.54564546764294
19.264896384986606,197.0251828287625
16.966718666211854,238.1672760586701
18.574273758683734,288.956854034183
16.581509984779686,230.38090857125763
17.086309557808633,258.85515360503155
16.913653157017876,203.0689307703996
20.553573194088713,229.79878530357513
18.28183148195578,191.79471984610848
21.603068219997258,235.2623892799789
18.65406700681511,201.441475375022
21.28428966144281,215.62062516491088
20.394087911071363,212.01756549072786
17.13937506700261,180.52238405045347
15.75627225365766,169.09279788390245
18.321825598191676,185.40365641154847
20.741544051967345,212.3197216356658
18.627337779447632,179.01019697928683
20.40754778428019,164.2506948765384
15.09364699714999,141.58549418345515
19.21846480865692,188.0176378171181
21.988276901429426,202.02271316529303
19.809788310636698,203.99920292150995
23.555936114050656,219.1076352112846
23.34113928084938,221.98007184719071
22.160931813790103,220.26901696678894
22.612665877625076,191.3296879443664
18.892662348557355,227.05776393291268
18.002945826391823,233.0536960943303
16.60823623528701,208.3992443529236
18.1358030952871,211.6694166073
18.786922787280307,213.41203615307538
18.44453623923507,222.36577539024626
20.340827417536975,258.62305434941294
22.63929538017723,243.51373658222684
18.813260557536882,220.3851186815048
23.382888256148995,244.5600583611465
18.44453623923507,218.61181994776726
21.12479991313522,225.73251676937957
18.52111001310451,197.83763439724063
22.04143915857857,230.14880931563906
18.786922787280307,237.70297337361984
20.726228106449394,236.540706140704
20.5403083052203,219.57183372252175
20.58020269664087,212.13450059594862
17.30227629705239,205.52925580162568
19.464085540374356,197.37333171219038
23.68879338294593,263.3884854303249
20.58020269664087,239.67857765242525
17.99641310677294,207.79154641412157
21.96164591044719,268.3858334626825
23.489602739128106,257.8088318261119
22.59940247718674,255.71639661589882
24.10053184211493,302.0888486546473
18.892662348557355,247.59542284076332
24.10053184211493,254.6709603143906
22.997777811102075,291.2806332398696
25.601664183903274,271.5229236708054
17.4982459781782,213.06388726964752
24.10053184211493,283.1452574350711
22.692362377801285,268.0359917547915
17.896621312093536,210.3902142691634
20.10193736663899,241.5372989129165
20.194995503638783,273.49850190615757
19.09224147262593,255.94938134892885
21.005308746353766,255.4842973602802
22.094599927297633,248.9762467335929
25.601664183903274,314.75745211092607
16.28916594443698,227.94022030380359
20.60693192400835,237.93418715182693
26.797379603960756,322.8928279157246
21.603068219997258,253.62562818669556
33.399663979467405,325.79948564923876
27.80697726158857,259.9014753839512
30.49046189818074,290.9324843564417
28.696987004479766,297.6725300649345
4.798080133577669,53.83963096277887
6.724316292433793,81.61763031660354
8.876468601400024,91.38043547332637
7.136155964848193,79.52425754207246
2.0083699632874996,29.317479964027314
2.79536843723735,41.67879671507228
19.54397404803082,233.51799877938055
16.435387827015994,191.561787199985
17.684072008312285,200.6282425029455
18.34826011640342,206.67110496717112
20.40754778428019,239.3304287689974
19.71663193725166,224.1041758965905
16.568245095911273,193.19012807277403
7.720647572763113,64.41577316539127
9.7798399811148,89.6352636691297
7.494927151208458,75.34094972884299
9.328105917279828,98.46951554265851
7.175953608313597,69.1811000724901
5.395841839866282,53.83963096277887
5.090327425965208,36.63876346279113
8.092689601712111,115.43672117983093
8.184284611943765,50.4022076514475
6.7642121722844415,55.93133695630013
4.333080436659243,61.39483675889073
4.067365898868692,28.96667464836503
3.8814431207794406,53.83963096277887
6.697783537836804,79.99017492122601
7.202582366650711,131.35838634168206
7.08299296348401,109.27780908779604
8.865640272571735,126.91646703739647
6.79074567109647,103.8160281531218
7.401870502638744,114.16007110011566
25.44227564884109,271.4068219560895
21.21766604265476,244.09575567609625
23.861350058921367,255.4842973602802
28.37810723267991,279.54139041383644
27.14278766506736,273.26640265053896
29.56046101591381,268.1537342070639
26.863710002023147,275.8239999797605
26.000139242633935,247.11669208259673
23.382888256148995,230.38090857125763
31.08812462386907,289.53801369409416
23.635726385321878,270.9426234448524
26.521521415178483,282.0426817970697
22.373290598521177,266.7592635447164
19.38448727658339,244.5600583611465
26.000139242633935,259.20330248845937
25.601664183903274,274.3118129085939
29.334544121588664,257.3447374886878
28.77667903936574,259.435401744078
25.136761979155057,273.846702876492
24.60552788791437,267.5725485036994
23.808384274542714,287.9105843421699
28.617192267918306,267.33961585757595
12.928130074500018,159.1362294347871
10.619905452688705,149.9931022053745
12.078017699889553,152.16330316707737
12.62271464119923,167.73770492291212
9.208613262068292,106.60496947781687
10.40413220935528,129.49883169068593
12.210874968784829,160.5315855745461
10.656581858277418,160.06738706330896
12.60935151594557,150.07076378305118
9.460866438219936,133.21794099267822
9.886069235887998,126.70994245289745
11.626285124484664,150.30286303866976
10.929222061227836,154.07739280923886
8.929534110594002,123.92115738892207
9.886069235887998,142.28606307664856
12.79536955355991,193.19012807277403
11.626285124484664,169.8301401331252
10.045457770950183,125.66539162880073
17.205900449405416,185.17077585233153
19.264896384986606,199.9309550848652
18.361624730087158,179.24219206109228
22.134498784008443,248.9762467335929
21.7757261092181,237.2378893849712
24.33981335012382,246.8837073495667
23.369913611146078,230.14880931563906
20.952048252819374,219.22368483909386
20.022142630077532,218.41034779320427
25.136761979155057,308.9467149457723
24.485838759932342,301.8558899650705
21.36378671198837,223.29083885070094
19.38448727658339,214.8065068154229
20.58020269664087,206.43812023414105
20.287761908342997,204.3472476311247
21.642867351892743,210.85529825781202
14.575383085621977,173.20021507427816
21.65632722510157,263.9686554390115
17.869993297971458,198.07150460768216
22.187367820431927,275.9400496075698
21.65632722510157,289.18981272375976
22.00154179029784,282.5640977751599
9.182080507471305,123.10953921094884
12.210874968784829,163.3204748123346
10.723011981155135,132.2877209284744
7.508195016937032,93.70507411297115
10.045457770950183,154.48695215549756
11.307600337025223,142.16923214524093
9.939230004607063,118.22644380812434
6.060127440127621,88.82281210065156
6.852783436809611,104.72484049873063
6.2461477103870795,103.46704587918904
5.3027829586514486,98.46951554265851
7.494927151208458,101.7226553785907
7.244040353869785,97.93364544799874
6.192887216852689,93.12216954169031
6.923602195776706,114.27523525051348
5.395841839866282,79.75640888459759
6.020230816061931,98.70250027568855
3.522670445989096,41.98350511843148
4.891042266837335,88.70499151801931
3.2304231536015564,58.605009956784215
3.28358466653566,67.20549579368463
2.8054160844889466,44.1921462171735
1.9684733392218092,36.98868330104193
4.9973667811356215,76.38805281136104
2.8585790858531297,59.88171212340609
11.692810506887469,162.15820757941876
9.367903560745232,139.3812283848639
10.523724589382143,144.26088605185564
11.094951308428648,144.14561772764472
9.793104869983214,132.519820184093
12.011589065441918,153.90680819026423
6.328963215794863,80.43145519357802
7.455032015572847,94.51752568144929
7.707382683894698,107.9985546627529
8.491064935627445,101.95652558903222
5.31614682812015,69.7631191663595
5.807679279635563,79.99017492122601
19.50407965661025,220.0360322337589
16.847224522570237,199.00078710756793
20.10193736663899,223.05884376889546
17.298763602064795,196.44316373489312
17.4982459781782,181.33561692252997
16.528444475585708,185.75190946878945
19.929084493077738,214.45835793199504
15.731300862214056,172.38698220220166
17.750595902285013,215.62062516491088
14.455890430410442,163.7864442783947
